id,premium,vacancy_name,city,salary,salary_from,salary_to,currency,experience,schedule,employment,description,skills,employer,publish_date,vacancy_url,has_test
94397406,False,Android Developer,Москва,False,,,,От 3 до 6 лет,Удаленная работа,Полная занятость,"Мы – аутсорсинговая аккредитованная IT-компания Aston. У нас вы сможете получить необходимый опыт на крупных проектах и поработать в одной команде с классными специалистами. На какой проект ищем Android Developer? Заказчик входит в топ-10 российских банков по величине активов, кредитного портфеля, размеру средств, привлеченных от клиентов, и нормативного капитала. Банк активно развивает онлайн-сервисы и работает по стратегии Mobile first. В компании есть отдельное подразделение, в котором создаются digital-продукты и внедряются цифровые технологии. Проект – развитие направления цифрового онбординга корпоративных клиентов в банк, которое позволит пользователям быстро и удобно получать необходимые продукты и сервисы. Цель – создать максимально простой и удобный процесс онбординга, как для клиентов корпоративного сегмента, так и для бизнеса. Чего мы ждем от специалиста?  опыт работы в роли Android Developer от 3-х лет; опыт работы с библиотеками RxJava 2, Dagger 2, Retrofit, OkHttp, Android Architecture Components; опыт проведения и прохождения код-ревью; знание Android SDK; знание Kotlin и Java; знание MVP, MVVM, MVI, SOLID; знание гайдлайнов Material Design; умение читать и работать с кодом Coroutines; умение писать Unit и UI-тесты; умение работать с Git и знание Git flow; умение писать масштабируемый и тестируемый код; понимание как сделать быстрый и отзывчивый UI; понимание принципов работы RESTful API и HTTP.  Будет плюсом:  опыт работы с Jenkins, Docker или c другими инструментами CI/CD; опыт выступления на конференциях с докладами или написания технических статей; опыт работы с многомодульными gradle-проектами; наличие опубликованных приложений в Google Play; понимание, как оптимизировать приложение и сделать его быстрее; умение влиять на решение при оценке резюме  Что мы предлагаем? Хорошая зарплата  размер зарплаты обсуждаем отдельно с каждым кандидатом; доплачиваем за менторство, ведение обучающих курсов, ревью проектов и участие в других профактивностях компании.  Развитие в профессии  долгосрочные проекты от российских заказчиков; возможность выбирать или менять проект и пробовать себя в новых направлениях; прозрачная система Performance Review; ментор на все время работы в компании.  Комфорт и свобода  свободный релокейт между офисами компании; возможность выбирать формат работы: удаленный, из офиса или гибридный; комфортные офисы в городах-центрах разработки; поэтапная система адаптации новых сотрудников.  Обучение  корпоративный портал с материалами для изучения любого нового стека и повышения уровня по своей специальности и не только; участие в технических митапах и конференциях в качестве гостя и спикера.  Социальный пакет  медицинская страховка (+стоматология); частичная компенсация спортивных абонементов; компенсация расходов на оплату коворкинга; 3 sick-days в год; оплачиваемый бенч; оплачиваемый отпуск 28 дней в году; оплачиваемые больничные.  Корпоративная жизнь  корпоративы и тимбилдинги; детские праздники и мастер-классы с подарками и сладостями для семей сотрудников.  Присоединяйтесь к нашей команде!  ",,Aston,2024-03-07 12:48:56+03:00,https://hh.ru/vacancy/94397406,False
91356863,False,Android developer МП Продавца,Москва,False,,,,От 3 до 6 лет,Полный день,Полная занятость,"МП Продавца, МП Киоск – омниканальные рабочие места сотрудников магазинов, которые помогают продавцам коммуницировать с клиентами в магазине. Оформлять заказы, искать товары, консультировать, помогать с примеркой и многое другое. Приложениями пользуются работники магазинов, складов и сотрудники доставки, чтобы собрать, доставить и выдать ваш сноуборд или лыжи. В свою очередь мы помогаем автоматизировать работу этих подразделений.Для ускорения разработки планируется выделение разработки части функционала в отдельную команду. А значит предстоит разбить приложение на модули, выстроить процесс работы в монорепозитории. Обязанности:  Разработка приложений и их поддержка + внутренних библиотек Участие в проработке роадмапа: вместе решаем и выбираем технические задачи на ближайший квартал Кодревью: 2 апрува + успешные билд и тесты = мерж Участие в принятии продуктовых и технических решений, планировании бизнес-процессов Общение с аналитиками, дизайнерами и тестировщиками  Технический стек:  Стараемся не завязываться на внешние зависимости и развиваем внутренние библиотеки  Архитектура:  MVVM MQTT (для уведомлений) Вёрстка в коде - используем Compose Макеты в Figma и внутренняя дизайн-система COMPOSITE + развиваемая библиотека компонентов к ней  Автоматизация:  Тестирование: на ключевую бизнес логику пишем Unit-тесты CI/CD на базе GitLab + Fastlane Detekt и набор правил, привязанный к корпоративному кодстайлу + SonarQube  Требования:  Хорошие знания Kotlin, знание современных паттернов и архитектур, опыт работы с архитектурой MVVM Опыт командной разработки приложений под Android от 2 лет Понимание работы клиент-серверных приложений (Rest API + OAuth2) Опыт работы с Realm, Hilt, Coroutines, Notifications  Не обязательно, но здорово, если вы:  Распространяли Enterprise приложения Писали собственные SDK Знакомы с RxJava Coroutines + Kotlin Flow Знакомы с Compose Любите писать тесты Имеете опубликованные проекты в Google Play Знакомы с гибкими методологиями (Scrum, Kanban) ","['Android', 'Coroutines', 'MVVM', 'MVI']",Спортмастер,2024-03-05 09:57:43+03:00,https://hh.ru/vacancy/91356863,False
94052909,False,Team Lead / Senior Android,Москва,False,,,,От 3 до 6 лет,Полный день,Полная занятость,"OneTwoTrip — онлайн-сервис для организации путешествий, лидер в России и странах СНГ, работающий на мировом рынке более 10 лет. С помощью OneTwoTrip можно найти и забронировать номер в отеле, купить билет на самолёт, поезд и автобус, арендовать автомобиль и заказать экскурсию. Ежедневно на нашем сайте и в мобильном приложении десятки миллионов поисковых запросов превращаются в десятки тысяч путешествий. Более 9 млн человек — наши клиенты. Служба поддержки оказывает помощь путешественникам 24/7, принимая обращения, используя все современные каналы коммуникации. А команда непрерывно работает над качеством и скоростью поиска, чтобы путешественники находили лучшие варианты и цены на отели, билеты и другие продукты. Если вы хотите, чтобы ваши работы украсили топы Google Play, а тысячи путешественников радовались жизни благодаря вашим творческим успехам, приходите в OneTwoTrip! Основные задачи:   Руководство командой   Готовность писать код в проекте ( 70% рабочего времени )   Проработка и поддержка архитектурных решений   Построение эффективных процессов разработки   Постоянное взаимодействие с другими подразделениями для совместного решения комплексных задач   Непосредственное участие в развитии команды: от улучшения существующих процессов до найма новых сотрудников   И конечно, забота об интересах пользователей   Что мы ожидаем от Вас:   Знание ООП, паттернов проектирования ПО   Уверенные знания Java, Android SDK, Kotlin, опыт разработки от года   Работа с системой контроля версий Git   Опыт работы с архитектурой клиент-сервер и REST API   Навыки анализа и профилирования приложений   Опыт разработки UI   Опыт командной разработки   Знание compose приветствуется   Мы предлагаем:   ДМС + телемедицину, оформление по ТК и белую зарплату;   Удаленку/офис/гибрид - по желанию;   Обмен опытом с коллегами, раз в 2-3 недели tech-talks;   Разговорный онлайн-клуб английского языка;   Компенсацию внешнего обучения в размере 80%;   Работу в атмосфере постоянного движения вперед с командой единомышленников;   Возможность роста и развития внутри компании.   А ещё вы будете работать в отличной команде, участвовать в необычных тимбилдингах и веселиться на вечеринках. И, конечно же, в офисе есть все необходимое для комфортной работы и отдыха, а также, кофе, печеньки и фрукты :)","['Android', 'Kotlin', 'Java', 'Управление командой']",OneTwoTrip,2024-02-29 17:10:30+03:00,https://hh.ru/vacancy/94052909,False
93164716,False,"Android developer (Middle, Senior+), удаленно",Москва,True,,300000.0,RUB,От 3 до 6 лет,Удаленная работа,Полная занятость,"Аккредитованная IT компания, которая занимается проектированием, разработкой и сопровождением мобильных приложений и веб-сервисов. Работаем как над небольшими проектами, так и над серьезными продуктами крупных компаний. Сейчас мы формируем с нуля новую команду для проекта одной из крупнейшей компании в РФ.Ищем кандидатов из РФ, Казахстана, Армении на позицию android разработчика. Вакансия и проект под NDA.Требования:  ​​​​​Опыт работы iOS разработчиком над коммерческими проектами не менее 3 лет;  Обязательные навыки: Kotlin, Coroutines, Flow, MVVM / MVI, Compose   Будет плюсом: знание KMM   Условия:   Официальное трудоустройство в аккредитованную IT-компанию;   Удаленный формат работы;   Гибкий график;   Максимально расширенную программу ДМС со стоматологией.  ",,STAFF VOICE,2024-02-13 18:22:43+03:00,https://hh.ru/vacancy/93164716,False
89678694,False,QA Mobile Engineer Android/iOS,Санкт-Петербург,False,,,,От 1 года до 3 лет,Полный день,Полная занятость,"О нас: Мы занимаемся разработкой и поддержкой высоконагруженных проектов для крупных компаний, в том числе с мировой известностью, основная часть которых представляет собой B2B решения развлекательной, игровой и спортивной тематики. Наша команда продуктовая, состоит из профессионалов, готовых делиться опытом, помогать расти и становиться экспертом в своей области.Мы ищем сильных специалистов, которые не боятся сложных задач, хотят учиться новому, ценят гибкость рабочих процессов и отсутствие бюрократии. Чем предстоит заниматься:  Ручное тестирование мобильных приложений (android/iOS); Тестирование API; Разработка тест-планов, тест-кейсов; Документирование багов в баг-трекинговой системе; Регрессионное и исследовательское тестирование; Взаимодействие с командой разработки и Project менеджерами; Участие в митингах.  Добро пожаловать в нашу команду, если у вас есть:  Опыт работы в QA от 1,5 до 3 лет; Знание методик тестирования; Опыт работы с баг-трекинговыми системами (YouTrack, Jira); Опыт работы с Fiddler/Charles; Опыт работы с Postman; Хорошее понимание работы клиент-серверных приложений; Базовые знания json, xml (умение ориентироваться, редактировать, менять структуру, по необходимости); Способность выявлять уязвимые места систем, способность к поиску дефектов; Аналитический склад ума, логическое мышление, ответственность; Коммуникативные навыки, самостоятельность в работе, высокая обучаемость.  Плюсом будет:  Опыт swagger documentation; Знание gitlab и kibana.  Мы рады предложить Вам: Социальные гарантии:  белая заработная плата 2 раза в месяц, которая зависит от пожеланий, скиллов и опыта; годовой бонус (13-я ЗП); реферальная программа за успешную рекомендацию кандидата; ДМС, подарки для сотрудников и их детей.  Комфортные условия работы:  формат работы - офис; гибкое начало рабочего дня; бесплатные корпоративные обеды и сладости; абонемент в спортзал за счет компании; рабочее место оборудовано современной техникой с учетом Ваших пожеланий; отсутствие бюрократии, вопросы решаются оперативно, без многочисленных согласований.  Перспективы самореализации и развития:  наличие большого количества задач, которые дают возможность материального и профессионального роста; поездки на ИТ-конференции, митапы, учебные курсы за счет компании; Компенсация оплаты занятий по английскому языку; большая высококвалифицированная команда, тимлид, техлид, проджект менеджер, к которым всегда можно обратиться. ",,4people,2024-02-28 18:34:32+03:00,https://hh.ru/vacancy/89678694,False
93444466,False,Android разработчик (Middle +),Москва,True,280000.0,,RUB,От 3 до 6 лет,Полный день,Полная занятость,"ООО «АНСГАР» — российская технологическая компания — мы сфокусированы на разработке и коммерческом внедрении решений Индустрии 4.0. Помогаем предприятиям повышать операционную эффективность на промышленном производстве. АНСГАР является молодым и амбициозным стартапом, ведущим свою деятельность с 2019 г.. Компания разрабатывает программные решения, аппаратные комплексы и продукты в единой экосистеме для крупных российских промышленных производств в таких сферах, как тяжелое машиностроение, металлургия и т.д. Продукты компании – девайсы собственного изобретения и ПО практически не имеют аналогов ни на российском, ни на зарубежном рынке. В связи с выходом проекта на этап коммерческого внедрения наша компания увеличивает штат, в том числе мы находимся в активном поиске Андроид разработчика уровня Middle + в проект по созданию и развитию гибкой системы управления бизнес-процессами в производственных цехах, с упором на оптимизацию и упрощение работы персонала, своевременное получение ими заданий и интеллектуальный контроль за их выполнением. Мы ждем от вас:    Хорошего знания языка и идиом Kotlin.   Понимания принципов построения приложений ОС Андройд (архитектура приложений), а именно MVVM, MVP и clean architecture, а также паттернов проектирования в целом.   Понимания принципов ООП     Опыта работы с concurrent (конкурентное, асинхронное, параллельное) программированием. Понимание его принципов. У нас довольно обширно используются coroutines (корутины) и flows. Опыт работы с ними очень желателен.   Знание SDK Android   Опыт и понимание принципов работы с REST API   Обязательно! Умение читать документацию и искать решение проблем. У нас разные задачи, без сомнения, придется работать с не очень знакомыми технологиями и API. Нужно будет вникать.    Умение пользоваться git, jira, confluence.   Основной стек:    Kotlin   Jetpack compose   Retrofit 2     Room   REST   Плюсом будет:    Знание Camera 2 API и CameraX API     Опыт работы с WebSockets   Опыт работы с WebRTC   Знание принципов функционального программирования   Чем предстоит заниматься:    Писать понятный, красивый, а главное рабочий код системы управления персоналом (наш основной продукт)   Разрабатывать нативное приложение под Android (Jetpack compose)   Участвовать в разработке нового функционала   Писать интеграции с backend и сторонними API   Писать тесты     Участвовать в обсуждениях по проектированию системы   Взаимодействовать с дизайнерами, архитекторами, влиять на развитие системы   Мы предлагаем:   Аккредитованная, продуктовая IT компания полного цикла разработки, резиденты Сколково; Работа в офисе м. Таганская, шаговая доступность от станции; После испытательного срока возможен гибридный формат работы (график обсуждается индивидуально в зависимости от роли); Белая конкурентная заработная плата (обсуждается с каждым кандидатом индивидуально); Оформление по ТК РФ, оплата отпускных и больничных; Работа в профессиональной команде; Интересные, местами сложные и разнообразные задачи. ","['Kotlin', 'Jetpack compose', 'Retrofit 2', 'Room', 'REST']",Ансгар,2024-03-05 10:44:14+03:00,https://hh.ru/vacancy/93444466,False
91531992,False,"Ведущий дизайнер UX/UI (Web, Android)",Москва,False,,,,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности:    Улучшать пользовательский опыт и ключевые показатели продукта: находить точки роста, формировать и проверять гипотезы, проводить качественные и количественные исследования, анализировать результаты и переводить их в требования; Проектировать пользовательские сценарии исходя из собранной аналитики и бизнес-требований; Взаимодействовать с командой разработки: проводить ревью верстки, помогать и следить за реализацией продуктовых фичей; Взаимодействовать с другими дизайнерами: проходить ревью, развивать дизайн-систему, участвовать в улучшении дизайн-процессов.    Требования:    Опыт работы в продуктовых командах не менее 2-х лет; Опыт проведения исследований; Опыт оценки интерфейсных решений с помощью аналитики; Опыт работы в банках или в финтехе будет плюсом; Знание методик и инструментов проектирования; Применение дизайн-паттернов, соблюдение сложившихся гайдлайнов. ","['UI/UX', 'Веб-дизайн', 'Adobe Illustrator', 'Figma', 'Мобильные приложения', 'Power Point', 'Дизайн-мышление', 'UX', 'UI', 'Sketch', 'Разработка концепции', 'Разработка продукта', 'Miro', 'Android', 'iOS', 'Подготовка презентаций', 'качественные исследования', 'количественные исследования', 'Дизайн интерфейсов', 'Тестирование пользовательского интерфейса']",Банк ВТБ (ПАО),2024-02-12 12:17:19+03:00,https://hh.ru/vacancy/91531992,True
93840039,False,Android разработчик / Middle,Москва,False,,,,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Effective – IT компания, специализирующаяся на заказной mobile и web-разработке высококачественных цифровых сервисов и продуктов для Retail, Telecom и B2G бизнесов. Офис компании расположен в городе Омске. Наши партнеры: Яндекс, Газпром, Mokka, Сбербанк, Geometa, WRF, Redcom, Heramed и др. Наша команда расширяется вместе со вселенной, мы в поиске опытных Android разработчиков, которые примут участие и внесут свой вклад в создание проектов для наших партнеров. Мы ожидаем от тебя:  Опыт работы Android разработчиком над коммерческими проектами не менее 2 лет; Опыт работы с многомодульными Android проектами, Kotlin/Java, Dagger 2, Retrofit, OkHttp, Glide, Lottie, Leak Canary, Android Lint; Опыт разработки UI на основе XML и на Compose; Опыт работы с асинхронным кодом с помощью Kotlin Coroutines / Flow; Опыт написания авто тестов на JUnit и Espresso/Kaspresso; Знание принципов SOLID и специфики архитектурных подходов MVP/MVI/MVVM; Умение работать в команде, опыт работы с Git и GitHub; Желательно умение работать над задачей от уровня дизайна и архитектуры решения.  Предстоящие задачи:  Работа в команде над разработкой Android приложения; Самостоятельная работа над реализацией отдельных компонентов и экспериментов; Написание нового кода и исправление существующих дефектов; Тестирование и отладка кода, оптимизация производительности, рефакторинг; Участие в процессе код ревью и обеспечение высокого качества кода; Участие и обмен опытом в экспертном сообществе Android разработчиков.  От нас:  Работа в аккредитованной IT компании: оформление по ТК РФ; Лояльные руководители и отсутствие бюрократии; Работа с топовыми командами страны: отличная возможность получить классный опыт; Performance review: регулярный фидбек от тимлидов, понимание зон роста, помощь в развитии в интересном направлении; Work-life balance: поддержка и компенсация обучения и здорового образа жизни; Ежегодные путешествия с командой: расширяем географию и завоевываем новые вершины, разделяем прекрасные моменты вместе; Совместные времяпровождения: Happy Friday &amp; Monthly Stand-up, участие во внутренних мероприятиях и инициативах. Разделим интерес каждого и найдем хобби по душе; Smart-мероприятия для сотрудников как внутри компании и города, так и за пределами: мы организовываем Student Labs, DevFest для Senior-разработчиков Уютный офис в центре Омска, в котором есть все необходимое для эффективной работы и комфортного отдыха.  Будем рады видеть в нашей команде нового специалиста! :)","['Kotlin', 'Java', 'Git', 'Android', 'Android SDK', 'MVP', 'Dagger 2', 'ООП']",Effective,2024-03-07 08:49:57+03:00,https://hh.ru/vacancy/93840039,False
91995473,False,Младший Android-разработчик,Новосибирск,False,,,,От 1 года до 3 лет,Гибкий график,Полная занятость,"Разрабатываем информационные системы с 2016 года. Трансформируем бизнес-требования в программный код. Погружаемся в предметные области. Общаемся с пользователями систем. Создаём решения, которые приносят пользу. Наши партнеры - лидеры рынка. Реализуем проекты для финансового сектора, логистики, здравоохранения, кикшеринга. Приглашаем профессионалов, которые разделяют ценности Интабии. Чем именно предстоит заниматься:  обучением и развитием своих профессиональных навыков; разработкой мобильных версий корпоративных информационных систем.  Наши ожидания:  профильное высшее образование; наличие уже реализованных проектов; коммерческий опыт работы по направлению от 6 месяцев; знание Android API; опыт работы с системой контроля версий: Git, Mercurial.  Условия работы:  Работаем в Технопарке Академгородка; Предоставляем гибкий график и гибридный формат работы; Организуем тимбилдинги, технические семинары и другие мероприятия; Платим белую зарплату; Компенсируем успешно пройденную сертификацию; Помогаем сделать первый проект с наставником; Оплачиваем тренировки и курсы английского языка; Подключаем ДМС с первого дня работы; Оплачиваем парковку; Помогаем с переездом, оплачиваем аренду квартиры для иногородних.  P.S. Даже если ты считаешь, что твоего опыта недостаточно, не стесняйся отправлять нам свое резюме. Мы его рассмотрим и, возможно, найдем подходящую позицию.","['Android', 'Git', 'Mercurial']",Интабия,2024-03-07 10:24:53+03:00,https://hh.ru/vacancy/91995473,False
93286989,False,Middle Android разработчик,Севастополь,True,80000.0,140000.0,RUB,От 1 года до 3 лет,Полный день,Полная занятость,"Всем Joy!Компания JoyDev - является лидером среди лучших компаний по разработке мобильных приложений и веб сервисов в РФ.С 2014 года мы реализовали более 200 интересных проектов в различных сферах ИТ.В штате компании успешно работает и развивается более 80 человек вот уже на протяжении 10 лет. Наши офисы расположены в городах Симферополь, Севастополь и Феодосия.Компания JoyDev - финалист премии HR BRAND CRIMEA 2023 и получила статус &quot;Лучший работодатель Крыма&quot;. Мы в активном поиске Android-разработчика уровня middle/middle+ в штат.Откликайся, если готов ворваться в крутую команду!  Вот что мы предлагаем:  Стабильную конкурентную заработную плату; Интересные проекты и расширение своих навыков; Оформление по ТК в акредитованную IT-компанию, возможна другая форма сотрудничества; Гибридный график работы , в офисе мы с 10:00 до 19:00, 5/2; Очень комфортное рабочее пространство в уютном таун-хаусе в Севастополе либо в офисах других городов; Регулярное повышение уровня оплаты и пересмотр системы мотивации каждые 6 месяцев; Менторство, построение индивидуальных планов развития; Подарки на день рождения от компании; Никакого дресс-кода (мы лояльны к любому проявлению личности); Командообразующие мероприятия и тимбилдинг за счет компании.  Что ожидаем от тебя:  Опыт работы от 2-х лет в Android разработке приложений; Знаниe ОOП и пaттeрнoв пpоектирoвания Уверeнные знaния Andrоid SDК, Kotlin (Коtlin соrоutinеs), Java; Умение писать поддерживаемый и тестируемый код; Знание Аndrоid dаtа binding, Rеtrоfit, DI frаmеwоrks, RХ; Знание МVVМ, МVР; Опыт работы с ОRМ; Знание особенностей работы с Google Play Billing Library; Работа с многомодульными приложениями; Умение оценивать время разработки.  Этапы отбора:  Скрининг резюме; Собеседование с HR; Тех. интервью с Team Lead; Оффер.  До встречи на интервью!  ","['Android', 'Kotlin', 'Android SDK', 'MVVM', 'MVP', 'ORM', 'ООП', 'Jira']",Джой Дев,2024-02-15 14:04:43+03:00,https://hh.ru/vacancy/93286989,False
93297028,False,Мобильный Разработчик Middle React Native iOS/Android,Москва,True,100000.0,160000.0,RUB,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Обязанности:  Разработка мобильных приложений с нуля Доработка и поддержка мобильных приложений  Требования:  Уверенное знание React Native Опыт разработки мобильных приложений средней сложности с нуля Опыт доработки мобильных приложений Опыт интеграции сторонних SDK, API Плюсом будет опыт в вебе и знание React.JS  Условия:  Полностью удаленная работа Full-time, гибкий график. Part-time тоже обсуждается ",,Mobility.top,2024-02-15 16:04:45+03:00,https://hh.ru/vacancy/93297028,False
93287374,False,Android-разработчик (СБОЛ),Москва,False,,,,От 1 года до 3 лет,Полный день,Полная занятость,"СБЕР -больше чем банк, это вселенная полезных сервисов для повседневной жизни человека. Сбер сегодня это гибкие методологии разработки Agile, масштабные высоконагруженные проекты, а также современные технологии. Каждый из нас превращает банк в экосистему, которая окружает человека удобными сервисами и продуктами для жизни. Мы ищем android разработчика в СберБанк Онлайн – банковское приложение с многомиллионной аудиторией. Обязанности Чем предстоит заниматься? Реализовать единое интерфейсное пространство, группирующее сервисы и продукты о недвижимости. Требования Мы ищем Android-разработчика, у которого:  Опыт разработки Android приложений от 1 года Отличное знание Kotlin и Java Знание классических структур данных и алгоритмов Опыт разработки многопоточных приложений Владение RxJava2, Dagger2, архитектурными компонентами Android Умение применять MVP/MVVM Опыт использования Clean Architecture Опыт работы с git и знание git flow, Опыт работы с Jenkins и продуктами компании Atlassian  Будет преимуществом:  Умение применять unit- и ui-тесты опыт работы с дизайн-макетами из figma и взаимодействие с дизайнерами  Условия Мы предлагаем:  гибкий график начала рабочего дня; смешанный график или в некоторых случаях полная удалёнка; тренажерный зал; интересные, сложные, амбициозные задачи; современный IT-офис с пуфами, игровыми зонами и т.д.; умопомрачительные виды на Москву; профильное обучение, митапы, конфы, воркшопы внутри и вне компании; для тех, кому нужна ипотека - Льготные условия по кредитам Сбербанка. ",,СБЕР,2024-02-15 14:10:00+03:00,https://hh.ru/vacancy/93287374,False
92356001,False,Android - разработчик (Эквайринг),Санкт-Петербург,False,,,,От 1 года до 3 лет,Полный день,Полная занятость,"Ищем разработчика в команду Новые платежные инструменты. Команде предстоит работать над рядом инновационных продуктов и совершенствовать уже имеющие платежные возможности совместно с лидерами финтех рынка.Обязанности 1. Международные транзакционные продукты — несколько продуктов объединены общей целью закрывать потребности пользователей в совершении международных переводов и платежей и сейчас находятся в стадии разработки пилотного решения.  2. SberPay — это набор удобных и надежных способов оплаты для любого случая. Платить можно смартфоном, часами, отпечатком пальца или взглядом. Это быстро и безопасно. Работает на разных поверхностях: web, приложение СберБанк Онлайн и сервисы партнёров.Требования  опыт разработки SDK для сторонних МП алгоритмы и структуры данных, понимание архитектуры приложения  знания принципов обеспечения безопасности МП  ООП, VCS, Networking, Multithreading Java, Kotlin, Пакет java.lang.reflect, Java IO / NIO, Cryptography HTTP(S), TLS, Многопоточность Java и Kotlin понимание синтаксиса языка, ЖЦ сборки проекта. Условия  команда профессионалов, готовых поддержать ваши инициативы возможность работы с новыми технологиями обучение за счёт компании гибкий график ДМС прозрачная система бонусов и премий, достойная зарплата — размер обсудим на собеседовании. ",,СБЕР,2024-02-26 16:05:00+03:00,https://hh.ru/vacancy/92356001,False
